customer_no,buytabw,tabordrs,divsords,divwords,spgtabord,moslsdvs,moslsdvw,moslstab,orders
12511,1,29,19,35,16,4.9934,2.8909,4.9934,44
12512,1,4,0,4,3,42,2.2339,0.1643,6
12513,0,2,0,0,0,42,42,1.0512,11
12514,1,3,1,7,1,23.3574,2.2011,2.2011,10
12515,0,7,2,5,2,0.0986,9.8226,0.0986,19
12516,0,10,0,2,3,42,9.5926,0.3614,14
12517,0,4,2,8,1,11.3666,0.9527,0.0329,21
12518,0,1,1,4,0,25.5913,8.7057,11.8594,17
12519,0,2,0,1,0,42,22.2733,9.9869,9
12520,0,0,0,2,0,42,3.2523,42,3
12521,1,7,0,4,4,42,15.5388,4.6321,13
12522,0,3,2,0,0,6.0775,42,0.0329,13
12523,0,2,5,6,0,0.0986,1.9054,22.9632,37
12524,0,1,3,2,1,9.6912,8.41,16.9185,19
12525,0,2,0,0,0,42,42,1.9711,7
12526,1,8,4,8,5,0.1314,1.1827,1.1827,11
12527,0,6,0,0,4,42,42,2.3653,11
12528,0,0,0,0,0,42,42,42,7
12529,0,2,0,9,2,42,3.3837,27.2668,21
12530,0,8,0,25,6,42,1.7411,4.5007,53
12531,1,11,1,2,3,25.8213,17.1485,2.7924,12
12532,0,5,1,4,3,30.0263,16.9185,1.6754,23
12533,0,0,0,0,0,42,42,42,3
12534,0,2,2,2,0,0.1643,3.318,11.8265,14
12535,0,0,0,0,0,42,42,42,1
12536,1,11,5,9,4,3.5151,0.7556,3.5151,16
12537,0,6,1,12,6,30.5519,29.3035,15.8344,21
12538,0,5,0,0,4,42,42,4.5007,15
12539,0,10,20,12,4,3.1866,2.2339,4.0079,29
12540,0,1,2,2,1,2.0039,7.3259,19.6781,5
12541,0,0,0,2,0,42,0.9855,42,3
12542,0,3,2,2,0,17.6741,6.0118,9.3955,8
12543,0,0,0,1,0,42,18.2983,42,11
12544,0,1,1,2,0,28.8436,4.8949,2.1682,8
12545,0,9,2,3,6,12.8121,21.0578,4.8949,18
12546,0,10,15,2,3,6.636,20.3022,4.5335,31
12547,0,1,1,8,1,30.3219,8.3443,30.3219,15
12548,0,2,3,0,1,7.0959,42,18.8896,9
12549,0,3,0,7,1,42,0.3942,6.7017,11
12550,1,5,2,5,3,9.5926,2.6938,5.4205,11
12551,1,4,0,3,3,42,1.2812,3.0223,9
12552,0,0,0,4,0,42,1.2812,42,6
12553,0,0,2,0,0,4.6978,42,42,4
12554,0,3,0,0,3,42,42,4.5007,3
12555,0,5,1,4,2,22.6675,5.5848,5.5848,8
12556,0,14,0,8,5,42,3.6137,0.5913,17
12557,0,1,0,0,1,42,42,4.9606,2
12558,0,2,2,0,1,17.5427,42,1.5112,15
12559,1,12,2,3,4,28.9422,4.2707,1.4455,24
12560,0,3,0,0,1,42,42,5.7162,8
12561,0,3,0,2,0,42,3.1537,0.4928,7
12562,0,3,5,2,1,2.8581,2.8581,9.4612,13
12563,0,9,4,6,2,10.8739,0.0986,0.2628,18
12564,0,0,1,0,0,8.5414,42,42,1
12565,0,1,0,2,0,42,4.6649,13.1406,5
12566,0,1,1,2,1,4.8949,0.7884,6.0775,5
12567,0,4,0,1,1,42,14.3233,1.0512,6
12568,0,3,0,1,3,42,19.6124,6.5375,7
12569,0,17,1,5,10,9.8555,10.8739,5.4862,18
12570,0,12,0,10,5,42,6.3403,6.3403,16
12571,0,4,2,4,2,0.3942,6.2418,6.2418,10
12572,0,5,1,7,0,0.0329,0.0329,0.0329,16
12573,0,3,0,5,0,42,2.2339,1.6426,10
12574,1,9,3,5,3,22.6018,4.9277,1.7411,33
12575,0,14,0,15,6,42,7.5558,7.5558,22
12576,0,5,0,0,3,42,42,5.7819,13
12577,0,3,0,0,2,42,42,6.0775,5
12578,0,5,0,3,4,42,3.5808,0.6242,10
12579,0,7,1,2,4,11.1038,6.3403,3.975,7
12580,0,4,3,12,2,8.0158,0.4271,4.7306,14
12581,0,1,1,0,1,3.1537,42,17.3784,4
12582,0,0,1,4,0,24.77,4.5007,42,11
12583,0,4,1,9,0,12.0565,0.3942,8.41,19
12584,0,4,0,1,1,42,6.406,14.7503,7
12585,0,11,4,7,4,10.9396,6.2418,0.0986,13
12586,0,7,1,5,4,5.6176,8.0158,5.2562,26
12587,0,0,0,1,0,42,1.117,42,5
12588,0,19,5,16,14,5.3548,2.3653,2.3653,27
12589,0,6,1,1,3,10.5125,0.6242,3.7451,25
12590,0,1,3,0,1,0.9855,42,2.3982,9
12591,0,5,4,2,2,8.41,27.9566,8.6399,29
12592,0,9,1,6,4,7.9501,7.9501,0.3942,19
12593,0,1,1,0,1,6.0775,42,6.0775,2
12594,1,6,2,6,4,1.2484,0.5913,1.2484,19
12595,0,7,4,1,4,7.8515,16.5243,3.548,16
12596,0,0,1,0,0,3.9422,42,42,3
12597,0,1,0,1,1,42,6.406,6.406,3
12598,0,1,1,9,0,31.5375,0.5913,23.3246,11
12599,1,8,1,4,3,11.071,4.5664,4.5664,11
12600,0,0,0,1,0,42,8.1472,42,7
12601,0,2,0,0,1,42,42,7.7201,9
12602,0,3,0,3,2,42,5.1577,5.1577,5
12603,1,17,5,4,4,6.5375,0.0329,0.0329,29
12604,0,4,2,11,3,5.8476,2.6938,2.6938,11
12605,0,0,0,1,0,42,4.0407,42,3
12606,0,2,1,0,1,11.071,42,7.6873,10
12607,1,11,4,17,5,8.2457,1.0841,0.3942,24
12608,0,1,2,0,1,14.2247,42,22.6347,6
12609,0,1,0,2,1,42,4.5664,4.5664,8
12610,0,3,0,2,3,42,6.7346,1.9382,5
12611,0,0,0,0,0,42,42,42,5
12612,0,1,0,1,0,42,13.4363,3.9422,9
12613,0,3,3,4,3,5.3548,15.3745,23.5545,21
12614,0,4,2,2,2,8.6071,8.5414,5.4862,4
12615,1,7,0,7,6,42,5.8147,0.1314,17
12616,0,1,0,0,0,42,42,13.2392,10
12617,0,5,0,5,3,42,0.3942,2.2011,9
12618,0,3,1,5,1,2.2011,2.2011,2.2011,6
12619,0,3,2,1,0,13.6662,11.3338,1.0841,10
12620,0,0,2,3,0,1.0184,1.0184,42,5
12621,0,2,0,3,2,42,7.4573,5.8147,6
12622,0,25,0,7,10,42,5.5848,2.8581,35
12623,0,2,0,3,2,42,14.7832,6.9645,9
12624,0,5,0,4,1,42,9.0342,9.0342,9
12625,1,10,4,5,7,18.364,8.3114,1.544,14
12626,0,14,3,10,5,3.1537,6.1104,3.1537,22
12627,0,8,3,1,3,22.9632,23.6531,10.7753,12
12628,0,5,1,0,1,12.7464,42,2.1682,25
12629,0,1,1,3,1,1.9711,6.0775,6.0775,5
12630,0,2,2,3,2,27.1682,16.4586,16.4586,8
12631,0,8,0,3,2,42,14.5532,2.5953,13
12632,0,11,2,8,7,1.7411,1.7411,1.7411,19
12633,0,0,0,1,0,42,6.3403,42,4
12634,0,23,3,6,7,9.7569,12.2208,1.1827,32
12635,0,4,0,8,2,42,0.5256,9.8555,17
12636,0,4,2,1,2,24.9014,4.4021,2.1353,11
12637,0,2,0,3,0,42,6.5703,9.8555,8
12638,0,8,4,11,5,20.6636,9.5269,4.4021,24
12639,0,3,1,6,3,1.0184,4.0079,28.2194,10
12640,1,15,1,1,7,30.4205,19.908,1.0184,23
12641,0,3,0,6,1,42,0.8213,6.0775,13
12642,0,2,0,0,0,42,42,9.3627,2
12643,0,7,0,10,5,42,6.0447,6.0447,18
12644,0,5,0,5,2,42,4.0407,4.2707,12
12645,0,4,3,1,2,5.2562,28.1537,8.3771,8
12646,1,4,0,7,4,42,2.3982,16.4586,12
12647,1,10,3,5,7,3.5808,6.3403,3.5808,14
12648,1,23,5,33,11,0.4928,0.0657,0.4928,81
12649,0,15,2,12,7,10.4468,10.0197,1.3141,23
12650,0,1,0,0,1,42,42,6.0447,3
12651,1,9,6,5,6,2.8909,10.2825,2.8909,22
12652,1,8,2,22,4,3.8108,1.3141,3.8108,35
12653,0,2,0,4,2,42,14.9803,5.6505,8
12654,1,2,0,13,1,42,0.0329,4.7635,16
12655,1,12,8,9,4,0.9855,0.2957,0.9855,27
12656,0,15,5,8,10,6.5375,4.0407,6.0118,23
12657,1,1,1,5,1,6.2746,1.7083,20.2037,9
12658,0,4,0,0,2,42,42,4.5335,13
12659,0,13,0,2,7,42,6.5046,2.2011,20
12660,0,2,0,1,1,42,5.1905,0.9855,3
12661,0,0,0,0,0,42,42,42,8
12662,0,11,1,13,10,7.3259,6.1104,6.1104,20
12663,0,6,7,10,4,9.6912,0.5913,10.6767,52
12664,0,3,6,3,3,6.3075,1.0184,2.3653,21
12665,1,8,4,23,5,0.0986,0.0986,0.0986,30
12666,1,3,0,1,3,42,5.8147,5.8147,9
12667,0,3,0,0,1,42,42,18.0683,3
12668,0,2,2,2,1,6.2746,10.4139,4.2707,4
12669,0,5,2,2,0,6.0447,6.0447,2.6281,17
12670,0,3,4,5,1,8.3443,5.1248,8.6399,8
12671,0,5,0,0,2,42,42,0.4928,6
12672,0,3,0,5,3,42,6.0775,18.2654,7
12673,0,4,0,1,3,42,1.7411,1.7411,4
12674,0,0,0,0,0,42,42,42,1
12675,0,0,0,0,0,42,42,42,1
12676,0,8,2,5,6,6.9645,1.544,1.544,15
12677,0,2,0,0,2,42,42,7.9172,4
12678,0,3,0,0,1,42,42,0.0986,4
12679,0,3,0,1,1,42,19.6452,1.2484,11
12680,0,2,2,0,0,5.4862,42,1.3469,14
12681,0,0,1,1,0,11.5966,6.7674,42,14
12682,0,6,0,4,4,42,4.862,2.5624,17
12683,0,3,3,2,2,4.435,29.2378,4.435,7
12684,0,0,0,4,0,42,8.1143,42,6
12685,0,0,0,1,0,42,19.6781,42,3
12686,0,0,2,1,0,2.6938,2.431,42,3
12687,0,1,2,1,1,2.3325,6.866,6.866,7
12688,0,3,0,6,2,42,1.4783,1.5112,7
12689,0,8,2,7,2,4.6649,3.7779,1.2484,15
12690,0,1,1,0,0,5.4205,42,24.2116,5
12691,1,26,5,17,15,22.6347,1.7411,1.7411,32
12692,0,1,0,1,1,42,4.9277,15.6702,3
12693,0,1,1,0,1,4.5007,42,4.5007,1
12694,0,1,0,0,0,42,42,0.4928,4
12695,0,5,0,9,4,42,1.3141,6.8003,17
12696,1,10,2,6,4,2.8909,2.3982,1.9711,31
12697,0,7,4,9,5,3.2852,4.435,4.9606,19
12698,0,3,0,1,0,42,10.0526,2.661,9
12699,0,10,0,6,4,42,10.0526,1.2812,30
12700,0,5,1,5,3,22.8647,10.6767,8.18,9
12701,0,3,0,3,2,42,8.8371,3.7779,4
12702,0,1,3,2,0,2.6938,2.6938,9.8226,6
12703,0,7,1,7,5,18.6925,2.1353,2.1353,10
12704,0,2,2,4,0,0.0986,0.0986,0.0986,6
12705,0,6,1,3,3,8.18,9.8555,3.5808,11
12706,0,3,0,5,0,42,18.8239,11.9908,14
12707,0,3,1,0,3,14.6846,42,5.3219,13
12708,1,1,4,8,1,1.9711,3.548,6.1761,19
12709,0,3,1,4,3,31.7017,24.6386,5.1577,19
12710,0,5,0,3,5,42,14.4547,4.0407,13
12711,0,2,0,3,1,42,1.0184,1.9054,11
12712,0,6,2,3,0,3.8765,2.1682,3.8765,11
12713,0,1,2,0,1,11.5637,42,15.7687,11
12714,0,1,0,2,0,42,3.1209,2.0039,8
12715,0,7,5,9,6,6.5703,5.9461,6.0447,16
12716,1,12,5,6,6,10.0197,9.3298,2.8252,30
12717,0,3,3,10,0,1.0512,3.3509,6.9317,23
12718,0,7,2,5,4,13.0092,12.7135,9.7898,41
12719,1,2,3,7,1,22.2733,27.1025,7.0959,13
12720,0,3,4,4,2,3.0223,10.2825,17.0499,15
12721,0,4,3,10,1,0.657,2.431,7.6544,61
12722,0,2,1,4,2,17.3127,17.3127,29.7963,13
12723,0,6,3,4,3,10.4139,8.4757,3.975,9
12724,0,3,2,2,3,3.5808,12.5164,3.5808,5
12725,0,6,0,4,3,42,6.5703,0.6242,11
12726,0,7,2,1,5,20.138,18.4625,4.6649,17
12727,0,4,3,2,2,2.3653,5.8804,4.6978,13
12728,0,0,2,1,0,8.0158,8.4757,42,10
12729,0,10,1,14,6,9.5269,1.0184,4.4021,20
12730,0,8,1,0,2,24.6715,42,10.6767,17
12731,0,3,1,2,3,2.1353,2.0039,2.1353,11
12732,0,5,0,2,2,42,1.2812,1.2812,8
12733,0,6,2,4,4,5.4205,5.4205,5.4205,12
12734,0,4,0,1,4,42,18.7582,3.6137,15
12735,0,7,0,7,2,42,0.0986,0.0986,10
12736,0,7,1,8,5,7.6873,5.1905,3.1209,12
12737,1,5,0,11,4,42,0.4928,9.8555,12
12738,1,3,1,2,3,1.3141,2.8252,2.8252,8
12739,0,6,11,5,2,0.3285,0.3285,0.3285,25
12740,0,3,0,1,2,42,24.6386,6.2418,12
12741,0,0,0,0,0,42,42,42,3
12742,0,2,2,0,0,4.6978,42,24.8686,10
12743,0,4,0,11,0,42,3.0223,10.0526,13
12744,0,4,1,0,3,19.4152,42,2.8581,4
12745,0,2,0,3,0,42,0.1314,1.6426,5
12746,0,7,1,18,7,30.7819,0.8213,16.59,45
12747,0,18,8,19,8,5.2562,0.1314,2.3325,45
12748,0,1,0,1,0,42,18.2983,13.0092,7
12749,0,6,9,14,2,13.4691,0.8213,11.0053,21
12750,0,0,0,0,0,42,42,42,3
12751,1,3,1,9,1,3.0223,3.0223,10.4796,19
12752,0,1,1,0,1,3.088,42,7.0959,2
12753,0,7,3,6,5,0.3614,1.2484,4.2707,31
12754,0,1,0,1,1,42,8.4757,3.2852,3
12755,1,9,4,24,5,5.3219,1.4783,5.3219,29
12756,0,3,2,2,3,17.5427,17.5427,4.9934,6
12757,0,1,1,3,0,6.9974,0.7884,23.5874,10
12758,0,3,1,2,2,29.1721,5.4205,5.4205,9
12759,0,5,0,1,2,42,6.866,6.866,7
12760,0,7,0,2,1,42,3.7779,10.4468,12
12761,0,5,0,4,2,42,6.636,3.4823,12
12762,1,4,0,4,2,42,9.5926,6.7017,11
12763,0,1,1,5,1,3.1537,9.8226,31.8003,11
12764,0,5,2,3,4,7.3259,3.5808,3.5808,13
12765,0,7,0,2,2,42,3.318,1.2484,8
12766,0,6,0,1,1,42,5.8804,5.8804,7
12767,1,9,17,53,4,0.3942,0.3942,5.8476,70
12768,1,10,1,5,1,5.6176,2.3982,0.2957,15
12769,1,22,6,7,13,3.7779,2.5624,5.6176,43
12770,0,0,0,1,0,42,5.8476,42,5
12771,0,4,0,5,0,42,0.0657,0.0657,12
12772,1,14,14,6,8,3.548,7.4901,3.548,19
12773,0,6,1,6,2,10.1511,3.975,0.0657,14
12774,1,7,6,2,5,4.1721,2.3982,2.3982,22
12775,0,0,0,1,0,42,7.4573,42,11
12776,1,9,3,10,5,3.9422,1.1827,3.9422,23
12777,0,1,0,2,0,42,0.3614,23.1275,9
12778,0,0,0,2,0,42,0.4928,42,2
12779,0,3,1,1,2,6.3075,27.2668,6.3075,4
12780,0,11,0,3,6,42,10.2497,1.4783,15
12781,0,1,1,2,0,11.5637,15.7359,11.5637,7
12782,1,13,5,18,10,10.3154,1.0841,14.389,27
12783,0,1,0,0,0,42,42,0.7227,2
12784,1,5,2,2,1,9.5926,0.5913,0.5913,7
12785,0,1,2,2,1,22.6347,24.2773,28.2194,29
12786,0,8,6,6,8,1.2484,0.5913,4.0407,21
12787,0,9,7,12,4,1.0841,7.1945,15.9658,31
12788,1,12,9,10,10,5.6505,5.8804,5.2562,15
12789,0,2,0,1,2,42,11.6294,5.4205,4
12790,0,0,0,2,0,42,2.661,42,4
12791,0,3,1,0,3,17.6741,42,5.7819,7
12792,0,4,3,5,0,1.9711,1.9711,0.5256,19
12793,0,2,0,0,0,42,42,8.8699,4
12794,0,1,0,3,0,42,8.6399,21.3206,17
12795,0,1,0,2,1,42,8.6071,4.0407,4
12796,0,10,0,9,6,42,0.5913,0.5913,15
12797,0,2,1,5,1,8.3443,9.6255,14.5204,14
12798,0,1,0,1,1,42,10.9067,8.3114,2
12799,0,0,2,1,0,1.6754,3.9422,42,6
12800,0,0,0,1,0,42,0.7556,42,2
12801,0,0,0,4,0,42,0.4271,42,6
12802,0,0,0,0,0,42,42,42,1
12803,0,1,1,0,1,2.8252,42,2.8252,1
12804,0,1,0,3,1,42,5.6505,5.6505,12
12805,0,1,0,2,1,42,1.2155,7.2273,3
12806,0,3,0,2,2,42,6.7346,3.8108,6
12807,0,2,4,3,2,1.4126,5.4205,5.4205,19
12808,0,3,1,3,1,16.3601,7.6873,9.8555,5
12809,0,2,1,0,0,11.3666,42,9.8226,4
12810,0,0,0,1,0,42,6.1761,42,2
12811,0,5,0,3,4,42,5.1248,3.5151,6
12812,0,0,1,1,0,2.4639,2.4639,42,1
12813,1,2,0,1,1,42,0.5913,0.0657,3
12814,0,0,1,2,0,1.7411,0.0986,42,4
12815,0,0,0,1,0,42,2.7924,42,2
12816,0,8,4,6,6,5.8804,5.8804,2.1025,20
12817,1,6,4,4,4,12.3193,6.1761,4.8949,8
12818,0,0,0,2,0,42,0.9855,42,3
12819,0,1,1,5,1,6.2746,4.205,4.205,8
12820,0,0,0,0,0,42,42,42,4
12821,0,5,5,11,0,4.4678,0.5585,10.2825,22
12822,0,2,0,2,0,42,1.4126,1.4126,5
12823,0,0,0,1,0,42,2.6281,42,2
12824,0,0,0,0,0,42,42,42,2
12825,0,1,4,0,1,1.2812,42,27.9566,12
12826,0,10,0,7,4,42,5.9461,5.6505,15
12827,0,0,0,5,0,42,2.661,42,8
12828,0,8,0,2,4,42,8.7057,2.2011,12
12829,0,1,0,2,0,42,0.1643,0.1643,3
12830,1,11,10,19,7,0.1314,0.1314,0.1314,22
12831,0,3,0,4,1,42,3.3837,3.3837,5
12832,0,6,1,0,5,1.4455,42,1.0184,10
12833,0,1,0,0,0,42,42,1.2155,2
12834,0,2,0,2,1,42,0.5913,11.3995,6
12835,0,0,0,3,0,42,9.3955,42,8
12836,0,4,0,0,1,42,42,5.6176,10
12837,0,0,1,1,0,11.2352,11.2352,42,5
12838,0,6,0,3,2,42,4.5335,4.5335,23
12839,0,6,0,4,2,42,15.3745,2.1353,11
12840,0,5,0,7,4,42,0.7556,3.8108,11
12841,0,3,5,4,0,4.6649,4.4678,21.4849,21
12842,0,3,1,0,0,20.5979,42,9.6255,7
12843,0,3,1,2,1,9.7898,6.866,1.3141,7
12844,0,2,0,1,1,42,4.5335,3.7779,2
12845,0,3,0,4,1,42,0.1314,0.1314,6
12846,0,2,0,3,2,42,4.1721,3.3509,5
12847,0,1,3,4,1,1.9382,0.5256,4.5335,9
12848,0,0,0,0,0,42,42,42,2
12849,0,0,0,4,0,42,7.1616,42,5
12850,0,1,1,6,1,25.6242,3.3509,22.4047,28
12851,0,1,2,2,0,4.2707,21.7148,0.0329,9
12852,0,0,1,0,0,1.2812,42,42,6
12853,0,2,0,0,1,42,42,0.7556,11
12854,0,1,0,2,0,42,9.2641,11.9251,6
12855,0,0,0,0,0,42,42,42,2
12856,0,0,0,0,0,42,42,42,2
12857,0,1,0,2,0,42,3.1209,0.0329,4
12858,0,4,1,2,3,3.6137,4.9277,3.0223,4
12859,0,1,0,0,0,42,42,1.2812,1
12860,0,8,0,15,2,42,0.5585,2.2011,26
12861,0,3,0,2,2,42,2.7924,5.7819,8
12862,0,1,0,3,0,42,27.4639,27.4639,9
12863,1,9,3,10,4,0.5585,0.5585,0.5585,16
12864,0,2,0,1,1,42,3.548,14.5204,14
12865,0,1,0,3,1,42,5.6176,5.6176,8
12866,1,19,0,12,10,42,0.5913,2.431,25
12867,0,3,0,0,1,42,42,8.0158,10
12868,0,0,4,5,0,8.18,2.661,42,15
12869,0,0,2,1,0,1.4783,9.1327,42,6
12870,0,0,0,1,0,42,11.7608,42,5
12871,0,1,0,0,1,42,42,6.2418,2
12872,0,2,0,5,2,42,0.3942,3.4823,8
12873,0,1,0,0,0,42,42,3.0223,2
12874,0,2,0,2,1,42,0.5585,0.0657,5
12875,1,1,0,7,1,42,3.2523,17.2799,9
12876,1,5,0,3,3,42,0.0657,0.0657,14
12877,0,2,3,2,1,6.9645,9.5926,6.5046,8
12878,0,1,1,2,2,17.2799,16.7543,17.2799,3
12879,0,2,0,5,1,42,1.7411,6.1104,5
12880,0,2,3,1,0,8.2457,11.5637,8.2457,5
12881,0,1,0,2,1,42,3.4823,3.4823,4
12882,1,1,0,2,1,42,7.1945,2.7924,3
12883,0,2,1,1,1,3.088,3.088,3.088,2
12884,0,2,6,14,0,0.1643,0.1643,0.3614,18
12885,0,0,0,0,0,42,42,42,5
12886,0,1,0,1,0,42,0.0657,0.0657,1
12887,0,2,2,1,0,19.5795,12.4836,10.4796,17
12888,0,3,0,4,3,42,7.0302,4.4678,6
12889,0,3,1,4,0,1.0841,9.6255,1.0184,7
12890,0,1,0,1,1,42,10.4139,4.205,2
12891,0,5,4,1,4,0.0657,5.4205,0.1314,8
12892,0,1,0,0,1,42,42,8.8042,2
12893,0,0,0,0,0,42,42,42,2
12894,0,5,0,0,0,42,42,1.2484,6
12895,0,0,1,0,0,4.0407,42,42,2
12896,0,1,0,3,1,42,2.661,7.7201,3
12897,0,1,0,1,0,42,2.7924,2.7924,2
12898,0,1,1,1,0,2.1682,2.1682,2.1682,3
12899,0,6,4,4,2,5.8147,9.3955,9.067,18
12900,0,6,0,1,1,42,9.9212,1.0512,14
12901,0,7,4,9,4,3.088,2.5953,0.3942,17
12902,0,0,0,1,0,42,2.6281,42,2
12903,0,2,1,4,1,17.2142,0.5913,3.3509,10
12904,0,3,3,1,2,2.3325,8.0158,4.0079,8
12905,0,2,0,7,0,42,3.3509,11.5309,11
12906,0,1,0,2,0,42,5.3876,21.5834,6
12907,0,5,1,3,2,0.0986,0.3942,0.2628,12
12908,0,1,0,2,1,42,6.5046,6.5046,10
12909,0,4,0,5,0,42,7.4244,0.6242,7
12910,0,0,3,3,0,9.1327,12.7464,42,7
12911,0,1,1,0,0,3.8436,42,3.8436,3
12912,0,2,0,6,2,42,0.5913,19.1524,12
12913,0,2,2,1,1,3.548,18.0355,3.548,6
12914,0,4,2,4,3,0.3285,6.4717,6.4717,8
12915,0,2,0,0,0,42,42,9.5926,3
12916,0,4,1,8,1,0.0329,3.3837,5.6176,10
12917,0,2,0,1,1,42,0.5585,0.5585,5
12918,0,0,1,0,0,7.2273,42,42,8
12919,0,1,0,0,1,42,42,5.6176,3
12920,0,0,0,1,0,42,0.0329,42,3
12921,0,0,0,0,0,42,42,42,1
12922,0,0,0,0,0,42,42,42,1
12923,1,8,1,6,4,31.4717,4.1721,4.1721,15
12924,0,16,4,3,10,1.5112,10.9396,1.5112,24
12925,0,2,0,3,1,42,6.636,3.8436,5
12926,1,2,2,12,0,9.7898,9.3627,12.8121,19
12927,0,1,0,0,1,42,42,18.7582,5
12928,0,3,0,1,0,42,12.2536,1.544,7
12929,1,6,3,9,3,17.1485,6.9645,3.5808,14
12930,1,4,3,7,4,26.774,16.6557,19.908,13
12931,1,17,0,26,11,42,3.1209,4.5007,29
12932,1,7,1,5,1,9.7898,9.1327,1.7411,12
12933,0,2,0,0,2,42,42,14.8817,3
12934,0,8,3,7,2,3.4823,0.2957,0.5256,19
12935,0,0,2,0,0,4.2707,42,42,7
12936,0,7,9,0,3,1.544,42,1.544,18
12937,0,7,3,11,6,0.6242,0.6242,0.6242,17
12938,1,9,1,8,3,10.7096,9.6912,0.1314,14
12939,0,4,0,6,3,42,0.8213,4.0079,11
12940,0,0,0,0,0,42,42,42,2
12941,0,5,0,2,2,42,0.9855,0.9855,6
12942,0,6,0,15,2,42,2.6281,3.088,31
12943,0,0,2,3,0,9.7898,2.4639,42,9
12944,0,2,0,4,2,42,10.7753,10.7753,9
12945,1,21,11,13,15,4.4678,1.0841,2.1025,44
12946,0,1,0,4,1,42,4.6321,6.2746,7
12947,0,0,0,1,0,42,3.7779,42,1
12948,0,4,0,8,3,42,2.1682,2.1682,13
12949,0,1,0,3,1,42,12.9435,17.0499,7
12950,1,9,2,1,4,2.661,6.3403,2.0039,15
12951,0,8,0,7,3,42,2.4639,1.0512,19
12952,0,3,2,8,0,10.8739,1.4783,10.8739,29
12953,0,4,0,5,1,42,6.1761,4.6649,16
12954,0,4,1,6,1,10.5125,9.3955,1.6754,20
12955,0,2,2,3,0,21.0578,20.8279,21.8134,10
12956,0,4,0,3,0,42,16.0315,11.8265,9
12957,0,6,5,0,2,8.6399,42,12.5164,19
12958,0,3,2,0,2,4.1721,42,4.1721,7
12959,0,4,2,6,1,22.9632,2.4639,11.8594,11
12960,0,2,0,1,1,42,8.41,7.4573,7
12961,0,7,1,5,1,22.4376,8.0158,0.5585,14
12962,0,16,4,12,5,2.2339,2.2339,4.5007,28
12963,0,3,0,1,2,42,11.8594,9.0342,8
12964,1,6,2,5,1,17.6084,4.6649,1.6754,14
12965,0,0,1,0,0,11.5309,42,42,5
12966,1,9,7,11,5,0.9527,0.9527,9.8555,22
12967,0,1,1,2,0,22.569,8.4757,10.2825,8
12968,0,16,0,18,8,42,0.1314,0.1314,26
12969,0,2,0,0,1,42,42,0.0986,7
12970,0,4,0,0,3,42,42,4.0407,10
12971,1,4,0,2,3,42,6.9974,6.9974,10
12972,0,2,0,1,2,42,3.3509,7.1945,4
12973,0,1,0,0,1,42,42,7.7201,4
12974,0,5,2,2,4,0.7227,0.3942,5.1577,8
12975,0,1,0,0,1,42,42,3.1209,2
12976,1,5,0,5,5,42,2.0368,26.4126,11
12977,0,0,1,0,0,16.5243,42,42,4
12978,0,2,0,0,0,42,42,7.9172,5
12979,0,5,1,6,4,11.3995,5.6505,3.1209,19
12980,1,12,4,15,8,4.1721,1.5112,1.5112,18
12981,0,7,1,3,6,8.1472,2.6938,2.6938,8
12982,0,0,0,0,0,42,42,42,2
12983,0,4,1,2,1,11.5966,0.6242,11.5966,11
12984,0,2,0,0,2,42,42,6.2746,4
12985,0,6,3,2,2,2.5624,15.2431,0.4928,12
12986,0,5,0,3,2,42,2.8909,0.5585,12
12987,0,2,2,10,2,25.2628,7.9501,30.7819,19
12988,0,5,2,8,4,7.0959,7.0302,2.1025,13
12989,0,0,1,6,0,5.5848,0.3614,42,8
12990,0,2,1,0,1,1.774,42,1.774,8
12991,0,12,10,16,9,3.0223,9.0342,9.0342,28
12992,0,1,1,1,1,3.5151,21.3535,5.5848,7
12993,0,9,1,5,5,20.138,6.1761,0.0657,19
12994,0,5,1,2,3,6.0447,6.0447,1.2155,5
12995,0,0,0,0,0,42,42,42,5
12996,1,3,0,1,0,42,4.9606,2.0039,6
12997,0,3,2,1,2,2.661,2.661,1.7411,8
12998,0,7,0,0,4,42,42,3.975,11
12999,0,7,0,1,4,42,29.1721,3.1209,8
13000,0,3,0,2,0,42,2.1025,0.9527,3
13001,0,2,1,11,2,9.6255,0.7884,5.4205,16
13002,0,1,3,3,0,2.1025,5.092,2.1025,9
13003,0,9,1,4,4,21.6491,11.9251,2.8581,18
13004,0,4,6,7,2,4.7635,5.1905,1.774,28
13005,0,0,0,3,0,42,6.8003,42,3
13006,0,2,1,1,1,30.6833,30.6833,8.4757,6
13007,0,7,2,0,5,6.9645,42,2.431,13
13008,0,4,0,0,1,42,42,0.2957,4
13009,1,6,0,3,5,42,7.5558,4.5335,18
13010,1,24,0,33,14,42,0.0657,6.1104,53
13011,0,6,2,11,3,26.3469,0.1314,11.5309,20
13012,0,9,2,4,4,5.2562,24.0473,0.5913,13
13013,0,0,0,7,0,42,1.9711,42,12
13014,0,3,1,5,2,3.088,3.088,16.3601,16
13015,0,2,0,1,1,42,12.2536,7.1616,4
13016,0,4,0,1,1,42,24.6386,5.4862,4
13017,0,2,0,0,1,42,42,13.5348,9
13018,1,3,0,1,2,42,7.7201,4.0079,7
13019,0,9,8,22,3,1.4126,1.9382,1.4126,43
13020,0,0,0,0,0,42,42,42,1
